Index,SN, UxN, UyN, BN 
215, 1, 1, 0, 1
216, 0, 1, 0, 1
217, 1, 0, 0, 0
218, 0, 0, 0, 0
219, 1, 1, 1, 1
220, 1, 1, 1, 0
221, 1, 0, 0, 1
222, 1, 1, 0, 0
223, 0, 0, 0, 1
224, 1, 0, 0, 0
225, 0, 1, 0, 0
226, 1, 0, 0, 0
227, 0, 0, 0, 0
228, 0, 1, 0, 0
229, 1, 0, 0, 0
230, 0, 0, 0, 0
231, 1, 0, 0, 0
232, 0, 0, 0, 0
233, 0, 1, 1, 0
234, 1, 0, 0, 1
235, 0, 0, 0, 1
236, 0, 0, 0, 1
237, 0, 0, 0, 0
238, 0, 0, 0, 1
239, 1, 0, 0, 0
240, 0, 0, 0, 1
241, 1, 1, 0, 1
242, 0, 0, 0, 1
243, 0, 0, 0, 0
244, 1, 0, 0, 1
245, 0, 0, 1, 0
246, 1, 0, 0, 0
247, 0, 0, 0, 0
248, 0, 0, 0, 0
249, 0, 1, 1, 1
250, 1, 0, 0, 1
251, 1, 1, 1, 1
252, 0, 0, 0, 0
253, 1, 1, 0, 1
254, 1, 0, 0, 1
255, 1, 0, 0, 0
256, 0, 0, 0, 0
257, 0, 0, 1, 0
258, 0, 0, 0, 1
259, 0, 0, 0, 0
260, 1, 1, 0, 1
261, 1, 0, 0, 0
262, 1, 1, 0, 1
263, 1, 0, 0, 1
264, 1, 1, 1, 1
265, 1, 0, 0, 0
266, 1, 0, 0, 0
267, 0, 0, 0, 0
268, 1, 0, 0, 1
269, 0, 0, 0, 0
270, 1, 1, 1, 0
271, 1, 0, 0, 0
272, 1, 0, 0, 0
273, 0, 0, 0, 0
274, 0, 1, 0, 0
275, 1, 1, 1, 0
276, 1, 1, 1, 0
277, 1, 0, 0, 0
278, 0, 0, 0, 0
279, 1, 1, 1, 1
280, 1, 0, 0, 0
281, 0, 0, 0, 0
282, 1, 0, 0, 0
283, 1, 1, 1, 1
284, 1, 0, 0, 1
285, 0, 0, 0, 1
286, 1, 0, 0, 1
287, 1, 0, 0, 0
288, 1, 0, 0, 1
289, 0, 0, 0, 1
290, 1, 0, 1, 1
291, 0, 0, 0, 1
292, 1, 0, 0, 0
293, 0, 0, 1, 1
294, 1, 0, 0, 0
295, 1, 1, 0, 1
296, 0, 0, 0, 0
297, 0, 0, 0, 0
298, 0, 0, 0, 1
299, 1, 1, 0, 1
300, 1, 0, 1, 0
301, 0, 0, 1, 0
302, 1, 0, 0, 0
303, 1, 0, 0, 1
304, 0, 0, 0, 1
305, 0, 0, 0, 0
306, 0, 0, 0, 0
307, 0, 0, 0, 1
308, 0, 0, 0, 1
309, 1, 0, 0, 1
310, 1, 1, 0, 1
311, 1, 1, 0, 0
312, 0, 0, 0, 1
313, 0, 0, 0, 0
314, 1, 0, 0, 1
315, 0, 0, 0, 0
316, 0, 0, 0, 0
317, 0, 0, 1, 0
318, 0, 0, 0, 0
319, 0, 0, 0, 0
320, 1, 1, 0, 1
321, 1, 0, 0, 0
322, 0, 0, 1, 0
323, 1, 1, 0, 0
324, 1, 0, 0, 0
325, 0, 0, 0, 0
326, 1, 1, 1, 1
327, 0, 1, 1, 0
328, 1, 0, 0, 0
329, 0, 0, 0, 0
330, 1, 0, 0, 1
331, 1, 0, 0, 0
332, 0, 0, 0, 1
333, 0, 1, 0, 0
334, 1, 1, 1, 1
335, 1, 0, 1, 0
336, 0, 0, 1, 0
337, 1, 0, 0, 0
338, 1, 0, 0, 0
339, 1, 0, 1, 0
340, 0, 0, 0, 0
341, 1, 0, 0, 1
342, 0, 0, 0, 0
343, 1, 0, 0, 0
344, 0, 0, 0, 0
345, 1, 0, 0, 0
346, 0, 1, 1, 1
347, 0, 0, 0, 0
348, 1, 0, 0, 0
349, 1, 0, 1, 0
350, 1, 1, 0, 1
351, 1, 0, 0, 0
352, 0, 0, 0, 0
353, 1, 1, 1, 1
354, 1, 1, 0, 0
355, 0, 0, 0, 1
356, 0, 1, 1, 1
357, 0, 0, 0, 1
358, 1, 0, 0, 0
359, 1, 0, 0, 0
360, 0, 0, 0, 0
361, 0, 1, 0, 0
362, 0, 0, 0, 0
363, 1, 0, 0, 1
364, 1, 0, 0, 0
365, 0, 0, 0, 1
366, 1, 0, 0, 1
367, 1, 1, 0, 1
368, 1, 0, 0, 0
369, 0, 0, 0, 0
370, 1, 1, 1, 1
371, 0, 0, 0, 0
372, 1, 0, 0, 1
373, 1, 1, 0, 1
374, 1, 1, 1, 0
375, 0, 0, 0, 1
376, 1, 0, 1, 0
377, 0, 1, 1, 0
378, 1, 0, 0, 1
379, 1, 0, 0, 1
380, 1, 0, 0, 0
381, 1, 0, 0, 0
382, 1, 0, 0, 0
383, 1, 0, 0, 0
384, 0, 1, 0, 1
385, 0, 0, 0, 0
386, 1, 0, 0, 0
387, 1, 0, 1, 0
388, 0, 0, 0, 1
389, 0, 0, 0, 1
390, 0, 0, 0, 0
391, 1, 1, 0, 1
392, 0, 0, 0, 1
393, 0, 0, 1, 1
394, 0, 0, 0, 1
395, 0, 0, 0, 0
396, 1, 0, 0, 1
397, 0, 1, 1, 0
398, 0, 1, 1, 0
399, 1, 0, 0, 1
400, 0, 1, 0, 1
401, 1, 0, 1, 1
402, 1, 0, 0, 1
403, 0, 0, 0, 0
404, 1, 0, 0, 0
405, 1, 0, 0, 1
406, 1, 0, 0, 1
407, 0, 1, 1, 0
408, 0, 0, 0, 0
409, 1, 1, 0, 1
410, 0, 0, 0, 0
411, 1, 1, 0, 0
412, 0, 0, 0, 1
413, 0, 0, 0, 0
414, 0, 0, 0, 0
415, 1, 1, 1, 1
416, 1, 1, 1, 0
417, 0, 0, 0, 0
418, 1, 0, 0, 0
419, 0, 0, 0, 1
420, 1, 0, 0, 1
421, 1, 0, 1, 1
422, 1, 0, 0, 0
423, 1, 0, 1, 1
424, 0, 0, 0, 1
425, 0, 0, 0, 1
426, 0, 0, 0, 0
427, 1, 0, 0, 1
428, 0, 0, 0, 0
429, 1, 1, 0, 0
430, 0, 0, 0, 0
431, 1, 0, 0, 1
432, 0, 0, 1, 0
433, 0, 1, 1, 1
434, 0, 0, 0, 0
435, 0, 0, 0, 0
436, 0, 0, 0, 0
437, 1, 0, 0, 0
438, 0, 0, 0, 1
439, 1, 0, 0, 0
440, 0, 0, 0, 0
441, 1, 0, 0, 1
442, 1, 0, 1, 1
443, 1, 0, 1, 0
444, 1, 0, 1, 1
445, 1, 0, 0, 0
446, 0, 0, 0, 1
447, 1, 0, 0, 1
448, 0, 0, 0, 0
449, 0, 0, 1, 1
450, 1, 0, 0, 1
451, 1, 0, 0, 0
452, 1, 0, 0, 1
453, 1, 1, 1, 1
454, 0, 0, 0, 1
455, 0, 0, 1, 1
456, 1, 1, 0, 1
457, 1, 0, 0, 0
458, 1, 0, 0, 0
459, 1, 0, 0, 1
460, 0, 0, 0, 1
461, 0, 0, 0, 0
462, 1, 0, 0, 0
463, 1, 1, 1, 0
464, 1, 0, 0, 0
465, 0, 0, 0, 0
466, 0, 0, 1, 0
467, 0, 0, 0, 0
468, 1, 0, 0, 0
469, 0, 1, 0, 1
470, 1, 0, 0, 0
471, 0, 0, 0, 0
472, 1, 0, 0, 0
473, 1, 1, 1, 1
474, 1, 1, 1, 1
475, 1, 1, 0, 1
476, 0, 0, 0, 0
477, 0, 0, 0, 0
478, 0, 0, 0, 0
479, 1, 1, 0, 0
480, 0, 0, 0, 0
481, 0, 0, 0, 1
482, 0, 1, 1, 0
483, 1, 0, 0, 0
484, 1, 0, 0, 0
485, 1, 1, 0, 0
486, 0, 0, 0, 1
487, 0, 0, 0, 1
488, 0, 0, 0, 0
489, 1, 1, 0, 1
490, 1, 0, 0, 0
491, 0, 0, 0, 0
492, 1, 0, 0, 1
493, 1, 0, 0, 0
494, 1, 0, 0, 0
495, 1, 0, 1, 1
496, 1, 1, 0, 1
497, 0, 0, 0, 0
498, 1, 0, 0, 0
499, 1, 0, 0, 0
500, 0, 0, 1, 0
501, 1, 0, 1, 0
502, 1, 0, 0, 0
503, 1, 0, 1, 1
504, 1, 0, 0, 1
505, 0, 0, 0, 0
506, 0, 0, 0, 0
507, 1, 1, 1, 0
508, 1, 1, 1, 0
509, 1, 1, 0, 0
510, 1, 0, 0, 1
511, 1, 0, 0, 0
512, 1, 1, 1, 1
513, 1, 1, 0, 0
514, 0, 0, 0, 1
515, 1, 0, 1, 1
516, 1, 0, 0, 0
517, 0, 0, 0, 0
518, 1, 0, 0, 1
519, 0, 1, 0, 0
520, 0, 0, 0, 1
521, 0, 0, 0, 1
522, 1, 1, 1, 0
523, 0, 0, 0, 0
524, 0, 0, 0, 0
525, 1, 0, 0, 1
526, 0, 0, 0, 0
527, 1, 0, 0, 0
528, 1, 0, 0, 0
529, 0, 0, 0, 1
530, 0, 0, 1, 0
531, 0, 0, 0, 1
532, 1, 0, 0, 0
533, 1, 0, 0, 0
534, 0, 0, 0, 0
535, 1, 0, 0, 0
536, 0, 0, 0, 0
537, 1, 0, 0, 0
538, 1, 0, 0, 0
539, 1, 0, 0, 0
540, 1, 0, 0, 0
541, 1, 0, 0, 1
542, 1, 0, 0, 0
543, 0, 0, 0, 0
544, 1, 0, 0, 1
545, 1, 1, 0, 0
546, 1, 1, 1, 1
547, 0, 0, 0, 0
548, 0, 0, 0, 0
549, 1, 0, 0, 1
550, 1, 0, 0, 0
551, 0, 0, 0, 0
552, 1, 1, 1, 0
553, 1, 1, 1, 1
554, 0, 0, 0, 0
555, 0, 0, 1, 0
556, 1, 0, 0, 0
557, 1, 0, 0, 0
558, 1, 1, 0, 1
559, 0, 0, 1, 0
560, 1, 1, 1, 1
561, 1, 0, 0, 0
562, 0, 0, 0, 0
563, 0, 0, 0, 0
564, 1, 0, 0, 1
565, 0, 0, 0, 0
566, 0, 1, 0, 0
567, 1, 0, 0, 1
568, 0, 0, 0, 0
569, 1, 0, 0, 0
570, 0, 0, 0, 0
571, 1, 1, 0, 1
572, 0, 0, 0, 0
573, 1, 0, 0, 1
574, 1, 0, 1, 0
575, 1, 0, 0, 0
576, 1, 1, 0, 0
577, 1, 0, 0, 1
578, 1, 0, 0, 0
579, 0, 0, 0, 0
580, 0, 0, 0, 1
581, 1, 0, 1, 0
582, 0, 0, 1, 1
583, 1, 0, 1, 1
584, 0, 0, 1, 0
585, 1, 0, 0, 0
586, 0, 1, 0, 0
587, 1, 0, 1, 1
588, 1, 0, 0, 0
589, 0, 0, 0, 0
590, 0, 0, 0, 0
591, 0, 0, 0, 1
592, 1, 0, 0, 1
593, 1, 0, 0, 0
594, 1, 1, 0, 1
595, 0, 1, 0, 0
596, 1, 0, 0, 0
597, 0, 0, 0, 0
598, 1, 1, 1, 1
599, 0, 0, 0, 0
600, 1, 0, 0, 0
601, 1, 0, 1, 0
602, 1, 1, 0, 0
603, 0, 0, 0, 0
604, 1, 0, 1, 1
605, 0, 0, 0, 0
606, 1, 0, 0, 1
607, 0, 0, 0, 1
608, 1, 0, 0, 1
609, 1, 0, 0, 0
610, 1, 0, 0, 0
611, 0, 0, 0, 0
612, 0, 0, 0, 0
613, 1, 0, 0, 1
614, 0, 0, 0, 0
615, 1, 0, 0, 1
616, 1, 0, 0, 0
617, 1, 1, 1, 1
618, 0, 0, 0, 0
619, 0, 1, 1, 1
620, 0, 0, 0, 0
621, 1, 0, 0, 0
622, 1, 0, 0, 1
623, 1, 1, 0, 0
624, 1, 0, 0, 1
625, 0, 0, 0, 0
626, 1, 0, 0, 0
627, 1, 0, 0, 1
628, 0, 0, 1, 0
629, 0, 1, 0, 1
630, 0, 0, 0, 0
631, 0, 0, 0, 0
632, 0, 0, 0, 0
633, 0, 0, 0, 1
634, 0, 0, 0, 0
635, 1, 0, 0, 1
636, 1, 0, 1, 1
637, 0, 0, 0, 0
638, 0, 0, 0, 1
639, 1, 1, 1, 1
640, 1, 0, 0, 0
641, 0, 1, 0, 1
642, 1, 0, 0, 0
643, 1, 0, 0, 1
644, 0, 0, 0, 1
645, 1, 0, 0, 1
646, 1, 0, 0, 0
647, 1, 0, 0, 1
648, 0, 0, 0, 1
649, 1, 0, 0, 1
650, 0, 0, 0, 0
651, 0, 1, 1, 1
652, 1, 0, 0, 0
653, 1, 1, 1, 1
654, 0, 0, 0, 0
655, 1, 1, 0, 0
656, 0, 0, 0, 0
657, 0, 0, 0, 0
658, 0, 0, 0, 0
659, 0, 0, 0, 0
660, 0, 0, 0, 0
661, 1, 0, 0, 1
662, 0, 0, 0, 0
663, 0, 1, 0, 0
664, 1, 0, 1, 1
665, 0, 0, 0, 1
666, 0, 0, 0, 1
667, 0, 0, 0, 0
668, 1, 1, 1, 1
669, 1, 1, 0, 1
670, 0, 0, 0, 0
671, 0, 0, 0, 0
672, 1, 0, 0, 1
673, 1, 1, 0, 0
674, 1, 0, 0, 1
675, 0, 0, 0, 0
676, 1, 1, 1, 0
677, 1, 0, 0, 1
678, 0, 0, 0, 0
679, 1, 0, 0, 0
680, 0, 0, 0, 1
681, 1, 1, 1, 0
682, 0, 0, 0, 0
683, 0, 0, 0, 0
684, 0, 0, 1, 0
685, 1, 0, 0, 1
686, 0, 0, 0, 1
687, 1, 0, 0, 1
688, 1, 0, 0, 1
689, 1, 0, 0, 1
690, 1, 1, 0, 0
691, 0, 0, 0, 0
692, 0, 0, 0, 0
693, 1, 0, 1, 1
694, 0, 0, 0, 1
695, 0, 1, 0, 0
696, 1, 1, 1, 1
697, 1, 0, 1, 0
698, 0, 1, 1, 1
699, 0, 0, 0, 0
700, 0, 0, 0, 0
701, 1, 0, 0, 1
702, 1, 1, 0, 1
703, 0, 0, 1, 1
704, 0, 0, 0, 0
705, 0, 0, 0, 0
706, 0, 0, 0, 0
707, 1, 0, 0, 1
708, 0, 0, 1, 0
709, 0, 0, 0, 0
710, 1, 0, 1, 1
711, 0, 0, 0, 0
712, 0, 0, 0, 0
713, 1, 1, 0, 1
714, 1, 0, 0, 1
715, 1, 1, 0, 1
716, 1, 0, 0, 1
717, 0, 0, 1, 0
718, 1, 0, 0, 1
719, 1, 0, 1, 0
720, 0, 1, 0, 0
721, 1, 0, 0, 1
722, 1, 0, 0, 0
723, 1, 0, 0, 1
724, 0, 0, 0, 0
725, 1, 0, 0, 1
726, 0, 0, 0, 0
727, 0, 0, 0, 0
728, 1, 1, 0, 1
729, 0, 1, 0, 1
730, 0, 0, 0, 0
731, 1, 1, 0, 0
732, 0, 0, 0, 0
733, 0, 1, 1, 1
734, 1, 0, 1, 1
735, 0, 1, 1, 1
736, 1, 0, 0, 1
737, 0, 0, 0, 0
738, 1, 0, 1, 0
739, 1, 0, 0, 0
740, 0, 0, 0, 0
741, 1, 0, 1, 1
742, 1, 0, 0, 1
743, 0, 0, 0, 0
744, 1, 1, 1, 1
745, 1, 0, 0, 0
746, 1, 0, 1, 0
747, 0, 0, 0, 1
748, 1, 1, 1, 0
749, 0, 0, 0, 0
750, 1, 0, 0, 0
751, 1, 1, 0, 1
752, 1, 0, 0, 0
753, 1, 0, 0, 1
754, 0, 0, 0, 1
755, 1, 0, 0, 1
756, 1, 1, 0, 1
757, 1, 0, 1, 0
758, 0, 0, 0, 0
759, 0, 0, 0, 0
760, 1, 1, 1, 0
761, 0, 0, 0, 0
762, 0, 0, 0, 0
763, 1, 1, 1, 1
764, 0, 0, 0, 0
765, 0, 0, 0, 0
766, 1, 0, 0, 0
767, 1, 0, 0, 1
768, 1, 0, 0, 0
769, 0, 0, 0, 0
770, 1, 1, 1, 0
771, 0, 0, 1, 1
772, 0, 0, 0, 0
773, 0, 0, 0, 0
774, 1, 1, 1, 0
775, 0, 0, 0, 0
776, 0, 0, 0, 0
777, 0, 1, 1, 0
778, 1, 1, 0, 1
779, 1, 0, 0, 1
780, 1, 0, 0, 1
781, 1, 0, 0, 0
782, 0, 0, 0, 0
783, 0, 0, 1, 0
784, 1, 1, 1, 1
785, 1, 0, 0, 1
786, 0, 0, 0, 0
787, 0, 0, 0, 0
788, 0, 0, 0, 0
789, 0, 0, 0, 1
790, 0, 0, 0, 0
791, 0, 1, 0, 0
792, 1, 0, 0, 1
793, 1, 0, 0, 0
794, 0, 1, 0, 0
795, 0, 0, 0, 0
796, 1, 0, 0, 1
797, 0, 0, 0, 0
798, 0, 0, 0, 1
799, 0, 0, 0, 0
800, 0, 0, 0, 0
801, 1, 0, 1, 1
802, 1, 0, 0, 1
803, 1, 0, 0, 0
804, 0, 1, 0, 0
805, 1, 0, 0, 0
806, 1, 0, 0, 1
807, 0, 0, 1, 1
808, 0, 0, 0, 0
809, 1, 0, 0, 0
810, 1, 0, 0, 0
811, 1, 1, 1, 1
812, 1, 1, 0, 1
813, 1, 0, 0, 1
814, 1, 1, 1, 1
815, 0, 1, 0, 0
816, 1, 0, 0, 1
817, 1, 0, 0, 0
818, 1, 0, 0, 0
819, 0, 0, 0, 0
820, 0, 0, 0, 0
821, 0, 1, 0, 0
822, 0, 1, 0, 1
823, 1, 0, 0, 1
824, 1, 0, 0, 0
825, 0, 0, 1, 1
826, 1, 0, 0, 1
827, 0, 0, 0, 1
828, 1, 0, 0, 0
829, 1, 0, 1, 1
830, 0, 0, 0, 0
831, 1, 0, 1, 0
832, 1, 0, 0, 0
833, 0, 0, 0, 0
834, 0, 0, 0, 0
835, 1, 0, 0, 1
836, 1, 0, 0, 0
837, 1, 1, 1, 1
838, 0, 0, 0, 1
839, 1, 1, 1, 0
840, 1, 0, 0, 1
841, 1, 0, 0, 1
842, 1, 1, 1, 1
843, 0, 0, 0, 0
844, 0, 0, 0, 0
845, 1, 0, 0, 0
846, 1, 0, 0, 1
847, 0, 0, 0, 0
848, 0, 0, 0, 0
849, 0, 1, 0, 0
850, 1, 0, 0, 0
851, 1, 0, 1, 1
852, 1, 0, 0, 1
853, 1, 0, 1, 0
854, 1, 0, 0, 0
855, 0, 0, 0, 0
856, 1, 0, 0, 0
857, 1, 0, 0, 0
858, 1, 1, 0, 1
859, 1, 1, 1, 1
860, 0, 0, 0, 0
861, 0, 1, 1, 0
862, 1, 0, 0, 1
863, 1, 0, 0, 1
864, 1, 1, 0, 1
865, 0, 0, 0, 0
866, 1, 0, 0, 1
867, 0, 0, 0, 0
868, 1, 0, 1, 1
869, 1, 0, 0, 1
870, 1, 1, 0, 0
871, 0, 0, 0, 1
872, 0, 0, 0, 1
873, 0, 0, 0, 0
874, 1, 1, 1, 1
875, 1, 0, 0, 0
876, 1, 0, 0, 1
877, 1, 0, 0, 1
878, 1, 0, 0, 0
879, 1, 1, 0, 0
880, 0, 0, 0, 1
881, 1, 0, 0, 0
882, 1, 0, 1, 0
883, 1, 0, 0, 0
884, 1, 0, 0, 0
885, 1, 0, 0, 1
886, 0, 1, 0, 1
887, 1, 0, 0, 1
888, 1, 0, 1, 1
889, 0, 0, 0, 0
890, 1, 0, 1, 1
891, 0, 1, 0, 0
892, 1, 0, 0, 0
893, 1, 0, 0, 0
894, 0, 0, 0, 1
895, 1, 1, 0, 0
896, 0, 0, 0, 0
897, 1, 0, 0, 0
898, 0, 0, 0, 1
899, 0, 0, 0, 0
900, 1, 0, 0, 0
901, 1, 0, 0, 0
902, 1, 0, 0, 0
903, 0, 0, 0, 0
904, 0, 0, 0, 0
905, 1, 1, 0, 1
906, 1, 0, 1, 0
907, 1, 0, 0, 0
908, 0, 0, 1, 0
909, 1, 0, 0, 1
910, 1, 0, 0, 0
911, 1, 0, 0, 0
912, 1, 0, 0, 0
913, 1, 0, 0, 0
914, 1, 1, 0, 1
915, 1, 0, 0, 0
916, 1, 0, 0, 0
917, 0, 0, 0, 0
918, 1, 0, 0, 0
919, 0, 0, 0, 0
920, 0, 0, 0, 0
921, 1, 0, 1, 0
922, 0, 0, 0, 1
923, 0, 0, 0, 1
924, 0, 0, 0, 0
925, 1, 1, 1, 0
926, 0, 0, 0, 1
927, 0, 0, 0, 0
928, 0, 0, 0, 0
929, 1, 1, 1, 1
930, 0, 0, 0, 0
931, 1, 0, 1, 1
932, 1, 1, 0, 1
933, 1, 1, 1, 0
934, 0, 1, 1, 1
935, 1, 0, 0, 1
936, 1, 0, 1, 1
937, 0, 0, 1, 0
938, 0, 0, 0, 0
939, 1, 0, 0, 0
940, 0, 0, 0, 0
941, 1, 0, 0, 0
942, 1, 0, 0, 1
943, 0, 0, 0, 0
944, 0, 0, 0, 0
945, 0, 1, 0, 1
946, 1, 1, 1, 0
947, 0, 1, 1, 1
948, 1, 0, 0, 0
949, 1, 0, 0, 1
950, 1, 0, 0, 0
951, 1, 0, 0, 1
952, 1, 0, 0, 0
953, 0, 0, 0, 0
954, 0, 0, 0, 1
955, 0, 1, 1, 0
956, 1, 0, 0, 1
957, 1, 0, 0, 0
958, 1, 0, 0, 0
959, 1, 0, 0, 1
960, 1, 0, 0, 0
961, 1, 0, 1, 0
962, 1, 0, 1, 1
963, 0, 0, 0, 0
964, 0, 0, 0, 0
965, 0, 0, 0, 1
966, 1, 1, 1, 0
967, 1, 0, 0, 0
968, 0, 1, 0, 0
969, 0, 1, 1, 0
970, 1, 0, 0, 1
971, 0, 0, 0, 0
972, 0, 0, 0, 0
973, 1, 0, 0, 0
974, 1, 0, 0, 0
975, 0, 0, 0, 0
976, 0, 0, 0, 0
977, 0, 1, 0, 0
978, 1, 1, 1, 1
979, 0, 0, 1, 0
980, 0, 1, 0, 0
981, 1, 0, 0, 1
982, 0, 0, 0, 1
983, 0, 0, 0, 1
984, 0, 0, 0, 0
985, 0, 0, 0, 1
986, 0, 1, 1, 0
987, 1, 0, 1, 1
988, 0, 0, 0, 0
989, 0, 0, 0, 0
990, 1, 0, 0, 0
991, 0, 0, 0, 0
992, 0, 0, 0, 0
993, 0, 1, 1, 0
994, 0, 0, 0, 0
995, 1, 1, 0, 0
996, 0, 1, 1, 0
997, 1, 0, 0, 0
